hour,temperature,weather_code,is_weekend,road_quality,traffic_volume,accident_risk
9,45.0,1,0,1,2646,0
3,-2.7,1,0,2,299,0
5,10.8,2,0,3,208,0
6,38.1,1,0,1,885,1
4,2.0,1,0,1,307,0
10,37.9,2,0,1,1044,0
12,21.5,1,0,2,981,0
18,21.8,1,0,1,2241,1
22,7.2,1,0,1,939,0
9,15.5,2,0,1,2394,0
9,37.5,1,0,2,2503,0
10,19.5,1,0,1,1507,1
20,15.6,1,0,2,1086,0
6,24.1,3,0,2,1052,1
17,18.1,1,0,1,2363,1
3,23.5,4,0,1,244,0
1,11.5,2,0,1,545,0
13,19.2,3,0,3,483,0
12,13.6,1,0,2,953,0
11,2.0,1,0,3,1124,0
6,24.8,3,0,1,785,0
1,7.7,1,0,1,186,0
12,18.4,1,0,1,897,1
13,29.3,1,0,1,1063,0
16,5.0,4,0,2,1685,1
8,26.0,2,0,1,2524,0
16,17.0,1,0,1,2645,0
7,10.3,2,0,1,2427,0
1,40.2,1,0,1,100,0
23,20.0,2,0,1,197,0
12,14.3,1,0,1,975,0
2,12.2,3,0,2,100,0
15,28.8,1,0,1,1006,0
5,13.9,1,0,1,334,0
18,27.6,1,0,1,2740,1
6,20.0,1,0,2,967,0
9,31.2,2,0,1,2522,0
8,9.6,1,0,3,2389,0
1,11.0,1,0,1,204,0
14,17.2,1,0,1,1140,0
4,18.0,1,0,1,253,0
21,16.5,1,0,1,1165,1
3,46.3,1,0,2,290,0
19,40.6,1,0,1,771,0
3,23.0,1,0,1,161,0
17,24.2,1,0,1,2983,0
3,17.6,3,0,2,219,1
16,9.5,2,0,2,2176,0
11,18.2,1,0,1,772,1
21,27.7,2,0,1,857,0
16,33.1,3,0,2,1821,1
9,30.0,1,0,2,2280,0
21,4.9,3,0,1,1092,0
0,17.1,1,0,1,432,0
21,5.3,3,0,2,760,0
23,31.7,1,0,1,182,0
17,15.9,1,0,1,2467,0
17,19.5,1,0,2,2856,0
13,24.8,4,0,1,626,0
14,47.7,2,0,2,684,1
11,22.7,1,0,1,1133,0
3,17.6,1,0,3,501,1
2,7.6,1,0,1,590,1
19,34.6,1,0,2,929,0
11,18.2,1,0,1,931,1
6,36.6,1,0,1,1402,0
10,31.1,3,0,1,919,0
0,15.4,2,0,2,282,0
5,6.1,1,0,1,400,0
14,22.7,1,0,1,912,0
14,13.9,3,0,1,860,0
18,20.4,2,0,1,2556,0
10,30.5,2,0,1,1166,0
22,3.5,4,0,3,603,1
1,22.6,2,0,1,371,0
13,27.6,1,0,1,766,0
1,28.1,1,0,3,675,0
3,6.4,4,0,1,156,0
16,24.2,1,0,1,2169,0
2,32.0,1,0,1,855,0
12,23.4,1,0,1,895,1
8,18.8,2,0,1,2518,0
6,31.4,4,0,1,460,0
14,13.1,1,0,2,989,0
22,4.7,1,0,1,1334,1
10,18.0,3,0,1,940,0
19,25.4,1,0,3,659,0
1,30.4,1,0,1,147,0
14,25.3,3,0,3,983,0
13,28.4,1,0,1,1127,0
19,30.5,1,0,1,902,0
21,16.6,2,0,1,1079,0
10,18.5,1,0,1,760,0
2,32.9,3,0,1,100,0
16,7.9,1,0,1,2001,0
11,24.3,1,0,1,1185,0
23,12.8,1,0,1,278,0
20,31.0,1,0,1,1000,1
14,19.8,3,0,1,186,1
15,20.1,2,0,1,990,1
4,37.3,3,0,1,350,0
19,9.2,1,0,1,582,0
5,22.2,2,0,1,308,1
18,18.2,1,0,1,2486,0
4,25.3,3,0,1,146,0
2,39.3,2,0,1,561,0
0,13.9,1,0,3,513,0
5,8.0,1,0,1,963,0
14,11.9,1,0,1,757,0
1,17.7,1,0,3,385,0
2,20.6,4,0,3,539,0
16,21.1,1,0,2,2361,0
23,38.0,1,0,1,638,0
11,36.2,1,0,1,1072,1
17,33.0,2,0,2,2150,1
14,45.1,1,0,2,742,0
11,28.2,1,0,1,883,1
15,31.1,1,0,1,982,0
7,28.0,2,0,3,2747,0
13,26.4,1,0,1,982,0
16,23.9,2,0,1,2739,1
20,16.0,1,0,1,1021,0
7,7.5,1,0,1,2502,0
14,18.7,1,0,1,941,0
13,25.7,1,0,1,1196,0
17,20.7,1,0,3,2525,0
19,9.3,1,0,1,853,0
6,18.3,2,0,1,1066,0
2,17.8,1,0,2,208,0
11,19.4,1,0,1,897,0
20,24.9,3,0,1,1036,1
23,27.1,1,0,1,268,0
2,15.0,2,0,1,726,0
19,29.8,3,0,1,947,1
13,31.3,1,0,1,846,1
14,23.2,2,0,3,833,0
13,26.6,1,0,2,751,0
6,29.8,1,0,1,1121,0
16,9.0,1,0,1,2328,0
11,30.5,1,0,1,546,1
19,12.1,1,0,1,669,0
3,13.1,1,0,1,100,0
8,22.0,1,0,2,2567,0
5,-1.4,1,0,1,283,0
15,21.8,1,0,1,1188,0
21,29.8,1,0,1,818,1
21,3.5,1,0,1,935,0
20,30.9,1,0,2,1349,0
20,13.0,1,0,3,931,0
1,22.1,1,0,1,344,0
23,14.5,3,0,1,108,0
7,25.7,3,0,3,1954,0
10,30.2,1,0,2,1095,0
12,26.5,2,0,3,1131,0
16,20.0,1,0,1,2523,0
7,15.2,1,0,1,2448,0
20,19.3,3,0,1,826,0
17,26.6,1,0,1,2352,0
17,26.9,3,0,2,1956,1
13,25.5,1,0,1,1066,0
14,7.2,1,0,1,1197,0
5,19.8,1,0,1,117,0
10,13.7,1,0,2,964,1
12,26.6,1,0,1,798,1
0,12.4,1,0,1,211,0
5,24.5,2,0,1,500,0
8,17.2,1,0,1,2392,0
7,1.2,1,0,1,2480,0
10,29.3,1,0,1,752,0
21,19.7,3,0,2,687,0
18,32.8,1,0,1,2190,0
23,3.3,1,0,1,355,0
8,17.1,4,0,3,2073,0
16,17.8,1,0,3,2567,0
11,22.7,1,0,1,1080,0
13,6.7,3,0,1,867,1
14,25.4,2,0,1,694,0
15,39.1,1,0,1,842,0
21,24.7,1,0,3,551,0
21,20.9,2,0,2,907,0
19,6.2,1,0,1,825,1
0,12.3,3,0,1,232,0
9,19.4,1,0,1,2991,1
7,14.7,1,0,1,2656,0
17,30.3,1,0,1,2805,0
0,25.3,2,0,1,464,0
1,46.9,3,0,1,219,0
0,10.2,2,0,1,298,0
0,20.3,3,0,1,412,0
8,6.2,1,0,1,2549,0
12,-2.2,1,0,1,942,0
0,27.2,3,0,2,525,1
12,25.0,3,0,1,888,0
19,11.5,3,0,1,514,0
21,20.9,2,0,1,963,1
6,13.7,1,0,1,1010,0
1,15.1,1,0,1,219,0
5,16.8,3,0,1,162,1
6,11.0,1,0,1,916,1
13,12.8,1,0,1,643,0
17,13.1,2,0,1,2107,0
14,24.2,1,0,1,869,0
1,-7.7,3,0,2,159,0
9,17.7,1,0,1,2232,0
22,9.1,2,0,1,795,0
11,9.5,2,0,1,949,0
16,14.7,1,0,1,2706,0
7,19.9,1,0,1,2693,0
10,17.9,1,0,1,1199,0
2,9.4,1,0,2,100,0
5,27.2,1,0,1,255,1
8,11.0,1,0,1,2747,0
5,12.7,1,0,1,100,0
8,22.8,1,0,1,2408,1
6,23.2,1,0,1,1044,0
8,13.9,2,0,3,2158,1
17,-9.4,1,0,1,2585,0
11,11.1,3,0,2,1109,1
7,21.6,2,0,1,2744,0
7,26.9,2,0,2,2464,0
17,19.2,3,0,2,2162,0
19,15.2,1,0,2,656,0
14,42.9,3,0,3,855,0
6,16.3,1,0,1,939,0
10,26.1,3,0,1,770,0
19,6.6,3,0,1,820,0
15,9.1,1,0,1,1077,0
3,26.5,1,0,2,100,1
5,30.4,1,0,1,103,0
21,16.1,2,0,1,948,0
2,1.5,1,0,1,100,1
8,18.3,1,0,2,2527,0
9,21.9,1,0,3,2666,1
13,21.0,1,0,1,1278,0
10,14.4,4,0,1,819,1
17,18.5,2,0,1,2877,0
21,12.5,1,0,1,992,1
11,8.9,1,0,1,748,0
22,27.6,1,0,1,988,0
11,21.0,1,0,1,958,0
12,18.5,3,0,1,903,0
12,14.9,1,0,1,1054,0
18,18.2,1,0,2,2539,0
18,21.6,3,0,2,2193,1
22,37.3,3,0,1,714,0
13,26.5,1,0,2,1107,0
3,13.3,1,0,1,356,0
12,13.4,1,0,1,1022,0
7,11.9,2,0,1,2486,1
22,18.0,4,0,2,545,0
20,11.9,1,0,1,949,0
22,24.7,1,0,1,962,0
18,-6.4,3,0,1,1855,0
11,25.4,2,0,2,728,1
17,22.8,4,0,2,1888,0
5,32.6,1,0,1,205,1
17,28.8,1,0,2,2231,0
18,13.2,1,0,1,2231,0
21,27.6,1,0,3,581,1
4,18.3,1,0,2,359,0
23,0.7,1,0,1,495,0
8,21.6,1,0,2,2503,0
2,13.8,3,0,1,159,0
9,20.0,1,0,3,2221,0
18,36.5,2,0,2,2059,0
2,22.2,1,0,1,293,0
21,9.8,3,0,1,923,0
14,29.6,1,0,1,833,1
0,23.6,2,0,2,511,1
6,8.6,1,0,2,862,0
11,3.9,1,0,1,1216,0
16,10.2,2,0,1,2343,1
20,28.4,1,0,1,467,1
23,17.0,1,0,1,425,0
19,20.8,3,0,1,615,0
4,6.6,3,0,1,100,1
3,28.6,1,0,1,396,1
11,-0.2,1,0,1,822,0
19,13.4,1,0,1,717,1
23,24.2,1,0,2,562,0
17,8.8,4,0,1,1959,1
16,26.1,1,0,1,2212,0
18,11.3,1,0,1,2407,0
8,7.7,4,0,1,2426,0
3,32.9,1,0,1,322,1
20,21.5,2,0,1,871,0
1,25.2,1,0,1,400,0
3,30.2,1,0,2,209,0
1,-6.2,1,0,1,198,0
14,26.3,1,0,1,868,0
1,12.4,1,0,1,470,0
3,13.7,1,0,1,338,0
5,24.4,1,0,2,584,0
6,16.4,1,0,2,1061,0
9,25.9,1,0,1,2805,0
18,19.6,1,0,1,2630,0
18,21.7,1,0,3,2448,0
21,15.1,2,0,1,972,0
11,9.4,1,0,1,1365,0
2,12.6,1,0,1,560,0
12,19.0,2,0,1,1309,0
17,38.4,1,0,2,2298,0
7,34.7,2,0,1,2124,0
20,13.5,2,0,1,831,0
14,20.6,1,0,1,1033,0
0,17.1,1,0,3,170,0
2,21.3,4,0,1,245,1
7,22.6,1,0,2,2409,0
3,25.3,3,0,1,100,0
15,-9.0,1,0,2,1085,0
22,23.7,1,0,1,1006,1
9,16.0,1,0,1,2765,0
11,13.0,1,0,1,1031,0
13,27.9,1,0,3,1156,0
13,34.7,2,0,1,836,0
1,26.9,3,0,1,309,0
22,14.8,3,0,1,961,0
4,9.2,1,0,1,411,0
4,-10.1,3,0,2,194,0
5,21.8,3,0,1,310,1
12,25.8,3,0,2,924,1
8,19.0,1,0,1,2740,0
21,29.3,2,0,3,887,0
14,6.8,1,0,1,776,1
13,18.3,1,0,1,833,0
23,17.5,4,0,1,269,0
6,18.9,1,0,2,1000,0
19,31.7,1,0,1,1125,0
1,19.0,3,0,1,406,1
6,17.1,1,0,2,622,0
5,10.6,3,0,2,143,0
16,33.3,2,0,2,2542,0
1,5.7,1,0,1,523,0
2,14.5,1,0,1,289,1
4,36.9,2,0,2,573,0
4,24.7,1,0,1,410,0
0,19.8,3,0,1,316,1
7,20.2,3,0,1,1977,0
11,10.5,1,0,3,995,0
23,19.3,1,0,1,366,0
3,16.5,3,0,2,200,0
12,21.8,1,0,1,1222,0
22,4.9,1,0,2,1175,0
14,24.0,3,0,1,1039,0
10,30.2,3,0,1,592,0
9,18.0,2,0,1,2285,0
2,26.5,1,0,2,397,0
21,23.1,2,0,1,983,0
13,13.9,2,0,2,1051,1
15,9.4,3,0,1,576,1
9,10.8,4,0,1,1708,0
9,22.9,1,0,1,2546,1
11,19.4,2,0,1,848,0
8,32.8,4,0,2,2142,1
0,27.9,1,0,1,176,0
4,27.9,1,0,3,122,0
19,22.6,3,0,3,346,0
7,10.4,1,0,1,2749,0
10,23.3,1,0,1,1139,0
11,20.6,1,0,1,700,0
0,8.6,1,0,3,100,0
21,32.1,1,0,1,880,0
19,31.0,1,0,1,1189,0
10,8.6,4,0,2,694,0
4,13.6,2,0,1,258,0
14,14.5,2,0,1,1198,0
4,26.1,1,0,1,102,0
11,24.9,2,0,1,863,1
4,20.4,2,0,1,343,0
16,22.7,2,0,1,2443,0
16,7.1,1,0,2,2324,1
23,23.8,1,0,1,441,1
11,19.0,3,0,1,903,0
23,13.2,2,0,1,466,0
14,4.7,2,0,1,969,0
14,20.3,1,0,1,647,0
5,23.6,1,0,1,302,0
11,3.0,2,0,1,765,0
19,20.2,1,0,1,594,0
17,21.2,2,0,1,2445,0
13,14.5,4,0,1,820,0
1,23.8,2,0,1,619,1
8,18.7,1,0,1,2258,1
4,22.8,1,0,1,435,0
19,25.3,2,0,1,680,0
0,25.3,3,0,1,494,1
22,30.2,1,0,1,859,0
2,23.4,1,0,2,233,0
5,15.2,1,0,1,235,0
4,13.5,2,0,1,451,0
20,9.4,2,0,1,709,0
4,21.5,4,0,3,204,1
0,33.2,1,0,1,171,0
16,16.4,2,0,2,2939,1
18,24.5,1,0,2,2283,0
13,12.5,1,0,1,483,0
11,21.9,3,0,1,1138,0
9,32.6,1,0,1,2598,0
19,26.9,1,0,1,842,0
20,4.3,2,0,1,993,1
17,25.7,1,0,2,2339,0
23,26.2,1,0,1,100,0
10,21.7,1,0,1,967,0
1,26.7,1,0,2,265,1
17,11.7,3,0,1,2067,0
6,20.6,1,0,3,805,0
23,31.1,3,0,1,100,0
14,30.2,1,0,1,924,0
10,25.5,1,0,1,803,0
17,11.2,1,0,2,2727,1
22,9.6,3,0,1,969,0
11,21.1,1,0,3,896,0
5,21.8,2,0,1,406,1
19,19.0,1,0,2,752,1
22,12.0,4,0,2,707,0
12,24.4,3,0,2,1092,0
19,21.1,2,0,1,1129,1
15,22.9,3,0,1,857,0
17,25.9,2,0,1,2428,1
9,17.3,3,0,1,1991,0
22,15.1,1,0,1,706,0
7,31.1,1,0,2,2435,0
17,12.4,2,0,1,2575,1
20,15.3,1,0,3,994,1
0,32.3,1,0,1,294,0
22,14.5,1,0,1,869,0
7,19.0,1,0,1,2318,0
5,15.9,2,0,2,100,1
4,2.2,1,0,1,249,0
14,18.8,4,0,2,946,1
21,9.9,3,0,1,628,0
14,22.5,3,0,3,808,0
1,31.1,1,0,1,303,0
0,-2.1,1,0,1,486,0
22,15.9,4,0,1,802,0
22,24.5,3,0,2,502,1
10,-1.8,2,0,1,1424,0
9,33.4,1,0,2,2694,0
17,23.8,1,0,1,2596,1
17,30.8,2,0,2,2384,1
16,14.4,1,0,1,2436,0
7,15.6,2,0,1,2215,0
14,18.4,3,0,1,733,0
7,41.4,2,0,2,2535,0
16,33.2,1,0,3,2494,0
11,21.3,1,0,1,1350,0
7,22.5,4,0,2,2134,0
13,26.3,2,0,1,1194,1
3,43.9,2,0,2,408,1
0,23.8,2,0,1,332,1
0,20.5,2,0,1,390,1
18,16.6,2,0,1,2103,0
15,22.3,1,0,1,947,0
13,14.1,1,0,1,720,0
20,25.0,1,0,2,764,0
15,5.7,1,0,1,1238,0
4,17.4,1,0,3,100,0
8,27.3,1,0,2,2235,1
1,23.7,3,0,1,317,0
17,15.4,1,0,1,2486,1
5,17.7,1,0,1,389,0
8,30.4,1,0,3,2851,0
0,7.9,2,0,3,414,0
8,8.0,1,0,2,2189,0
15,10.7,1,0,1,1186,0
12,19.9,1,0,2,956,0
8,6.4,3,0,1,2033,0
20,29.5,4,0,1,469,1
12,10.8,4,0,1,900,0
8,22.2,1,0,2,2239,0
10,14.2,2,0,3,1106,1
3,19.3,1,0,1,155,0
1,4.0,1,0,2,444,0
5,30.0,1,0,2,100,0
13,10.4,1,0,1,687,0
3,9.3,2,0,1,191,0
5,43.8,1,0,1,353,0
18,25.5,1,0,1,2270,0
5,29.6,1,0,1,340,0
1,24.6,1,0,1,474,1
17,15.5,3,0,2,1735,0
12,6.9,2,0,1,1041,1
8,17.0,2,0,1,2607,0
22,10.2,1,0,1,961,0
18,10.8,1,0,1,2483,0
12,4.2,1,0,3,718,0
10,21.1,4,0,1,887,1
0,35.7,4,0,1,252,0
23,25.6,2,0,2,330,0
21,18.9,1,0,1,1412,0
6,19.6,1,0,2,958,1
20,-10.5,1,0,1,1064,1
14,15.8,3,0,1,1057,0
0,5.7,2,0,3,290,0
11,21.3,3,0,1,656,0
6,17.4,2,0,1,1079,0
14,11.3,1,0,1,862,0
20,21.1,1,0,1,1239,0
18,21.0,1,0,2,2602,0
0,35.2,1,0,2,127,1
16,26.9,1,0,1,2250,0
16,22.2,2,0,1,2531,1
2,10.5,2,0,2,351,0
11,9.3,1,0,2,751,1
5,26.0,1,0,1,457,0
10,18.0,1,0,2,1133,0
2,22.5,2,0,1,368,0
7,29.8,1,0,1,2651,0
13,4.9,1,0,3,802,0
13,34.0,3,0,1,613,0
9,29.7,1,0,1,2448,0
1,-0.5,1,0,1,173,0
13,43.5,2,0,1,1100,0
8,23.2,3,0,1,2161,0
2,15.2,2,0,2,159,0
20,25.2,1,0,1,826,0
7,10.2,1,0,1,2670,0
15,25.5,2,0,1,803,1
1,12.1,1,0,1,242,0
5,40.2,2,0,1,100,0
20,20.6,3,0,1,681,0
11,26.5,3,0,1,498,0
4,12.1,1,0,3,556,0
1,28.2,1,0,1,502,0
15,19.9,1,0,3,838,1
4,5.9,2,0,1,392,1
14,17.6,1,0,2,712,1
11,39.3,1,0,1,1124,0
3,28.6,1,0,2,123,0
14,16.2,1,0,1,1243,1
10,1.3,1,0,3,1102,0
15,11.7,1,0,1,926,0
22,5.9,2,0,2,918,0
5,1.5,1,0,2,328,0
13,27.9,1,0,2,815,0
17,20.6,3,0,1,2224,0
11,38.0,3,0,1,861,0
10,10.0,1,0,2,1192,0
12,20.0,1,0,1,510,0
20,6.1,2,0,1,1003,0
22,14.1,1,0,1,1049,0
10,17.8,1,0,1,999,1
22,16.3,1,0,1,1004,0
15,20.5,1,0,1,935,0
14,29.7,1,0,1,1451,0
20,28.7,3,0,1,848,0
14,12.3,2,0,1,1024,0
3,19.7,1,0,2,487,0
10,27.9,1,0,1,888,1
18,30.4,2,0,1,2242,0
14,13.4,1,0,1,1181,0
3,27.1,1,0,3,233,0
20,23.3,2,0,1,1272,0
12,9.3,3,0,1,1059,0
21,28.0,1,0,1,535,0
18,21.5,3,0,1,2014,1
1,2.6,1,0,1,515,1
13,17.1,1,0,2,648,0
3,20.4,1,0,1,373,0
15,13.9,2,0,1,1131,0
20,32.3,3,0,1,789,0
19,32.6,2,0,2,990,0
13,16.2,1,0,1,1239,0
14,15.1,1,0,1,701,0
2,18.7,1,0,1,466,1
7,18.0,1,0,1,2591,0
15,14.1,1,0,2,1260,0
9,-17.1,4,0,1,1810,0
3,37.5,2,0,1,595,0
17,20.0,1,0,1,2222,0
1,18.2,1,0,1,233,0
16,23.3,1,0,1,2267,0
12,19.2,2,0,2,1144,1
3,15.7,3,0,1,100,0
10,9.9,2,0,1,1226,0
6,1.6,1,0,1,662,0
11,6.5,1,0,2,910,0
9,8.8,4,0,1,2357,0
6,26.5,4,0,3,647,0
12,27.2,1,0,1,1211,0
6,11.2,1,0,1,1139,0
23,-6.6,1,0,1,100,0
16,20.1,3,0,1,2042,1
9,15.8,2,0,1,2805,0
9,15.5,2,0,1,2418,0
23,29.6,1,0,1,162,0
3,21.4,1,0,1,365,0
19,10.2,1,0,1,957,0
3,7.9,3,0,1,100,0
21,17.4,1,0,2,955,0
6,10.9,2,0,1,902,0
21,19.3,1,0,2,973,0
0,30.3,3,0,1,100,1
11,6.2,3,0,1,872,0
23,20.9,1,0,3,100,0
12,29.2,3,0,1,949,0
9,19.1,1,0,1,2714,0
14,27.2,1,0,1,602,0
12,17.1,1,0,1,1259,0
22,21.7,3,0,2,776,0
21,24.4,3,0,2,1015,0
21,14.3,1,0,1,1186,0
20,39.9,2,0,1,710,0
21,25.8,2,0,2,829,0
8,33.0,3,0,1,2322,0
8,30.7,1,0,1,2251,0
14,23.3,1,0,1,1072,0
9,33.9,2,0,1,2348,0
23,21.9,1,0,2,119,0
9,12.7,1,0,1,2496,1
7,20.1,2,0,1,2938,0
23,9.9,1,0,1,453,0
15,-1.0,4,0,2,589,1
16,11.5,1,0,1,2539,0
4,20.7,4,0,2,100,0
3,30.6,1,0,2,100,0
17,11.4,1,0,1,2533,1
23,30.1,1,0,1,442,0
18,7.9,2,0,1,2812,1
3,10.8,2,0,2,374,0
6,34.5,1,0,2,1001,0
9,20.5,1,0,1,2432,0
17,18.3,2,0,1,2605,0
18,22.4,1,0,1,2256,0
3,7.9,2,0,2,164,0
9,16.7,1,0,1,2263,0
0,20.0,2,0,1,195,1
22,32.3,2,0,1,855,0
17,3.3,4,0,1,1841,0
4,37.6,2,0,1,172,0
14,18.8,1,0,1,1042,1
16,8.9,1,0,1,2753,1
2,7.1,2,0,1,357,0
11,22.7,1,0,3,885,0
1,6.5,3,0,1,327,0
0,14.4,2,0,1,322,0
22,17.5,1,0,1,1033,0
20,31.4,1,0,1,995,0
16,30.2,1,0,1,2845,1
21,13.6,1,0,3,1019,1
15,17.9,1,0,1,887,0
4,4.0,1,0,1,144,0
14,-0.4,1,0,1,1180,0
2,7.7,1,0,1,100,0
6,31.2,1,0,1,1271,1
10,27.8,1,0,3,616,0
9,23.8,1,0,1,2745,0
8,5.4,2,0,1,2659,0
13,12.9,1,0,3,912,1
12,11.4,1,0,1,849,0
1,18.3,2,0,1,546,0
2,17.7,4,0,1,599,0
6,10.0,1,0,1,877,0
20,23.5,1,0,1,1116,0
17,22.3,1,0,2,2695,0
2,12.7,1,0,2,420,1
9,23.0,3,0,2,2010,1
21,31.2,2,0,1,922,0
6,34.3,2,0,2,1055,0
8,24.9,1,0,1,2082,0
16,24.6,2,0,1,2768,0
10,17.6,1,0,1,658,0
6,30.3,1,0,1,832,0
23,9.3,1,0,3,232,0
13,29.1,1,0,1,800,0
18,17.1,1,0,2,2274,0
3,34.9,3,0,1,521,0
5,25.9,1,0,1,659,0
9,19.3,1,0,1,2809,0
6,17.6,1,0,1,1167,0
12,25.3,1,0,2,1492,1
13,24.8,2,0,1,946,0
3,16.0,2,0,3,227,0
7,20.9,2,0,1,2502,0
4,29.0,1,0,1,585,0
0,6.4,2,0,1,417,0
3,27.3,3,0,2,585,1
2,25.2,1,0,1,313,0
8,31.9,1,0,1,2200,0
7,12.8,3,0,1,1865,0
0,20.1,1,0,1,504,1
5,22.1,1,0,1,201,0
8,27.4,1,0,1,2519,0
6,24.3,1,0,1,1049,0
3,7.6,1,0,1,661,0
12,22.9,1,0,1,1175,0
16,40.0,2,0,1,2636,0
1,26.1,1,0,1,331,0
4,36.4,3,0,1,100,0
11,30.4,1,0,1,1048,0
20,33.6,4,0,1,1235,0
7,23.1,4,0,1,2102,0
5,25.2,2,0,1,189,0
7,22.6,3,0,1,1916,1
17,20.0,2,0,1,2783,0
2,27.4,3,0,1,133,0
21,14.8,1,0,2,959,0
11,38.9,1,0,1,771,0
2,10.7,2,0,1,244,0
21,28.1,1,0,1,1094,0
5,33.8,3,0,1,180,0
1,18.2,3,0,1,244,0
22,8.9,1,0,2,769,0
11,31.6,3,0,1,688,0
1,22.0,1,0,3,726,0
5,28.1,1,0,1,273,0
16,18.9,1,0,2,2572,0
2,37.3,1,0,2,139,0
1,-1.2,1,0,1,310,0
22,23.8,1,0,1,945,0
19,33.4,1,0,1,1220,0
7,21.1,2,0,2,2710,1
21,23.0,2,0,1,1231,0
11,15.7,1,0,1,1016,0
3,20.2,1,0,1,707,0
4,3.3,3,0,1,400,1
12,12.8,3,0,3,514,0
14,12.1,1,0,1,1308,0
22,26.7,1,0,1,998,0
15,14.3,3,0,1,1027,1
9,14.6,2,0,1,2289,0
22,16.2,1,0,2,985,0
15,12.5,1,0,3,1149,0
11,22.7,1,0,1,1048,0
16,23.8,2,0,1,2470,0
15,28.3,1,0,3,508,0
11,26.5,1,0,1,852,0
7,25.5,1,0,1,2304,0
19,16.7,4,0,1,427,0
2,16.1,2,0,1,158,0
15,11.3,2,0,1,1371,1
12,11.1,2,0,3,1231,0
22,21.9,1,0,1,832,1
18,12.8,3,0,1,1882,1
7,34.7,1,0,1,2382,0
21,19.6,3,0,2,951,0
4,35.0,1,0,1,380,0
19,25.7,1,0,1,857,0
7,12.2,1,0,1,2380,0
23,19.4,2,0,2,516,0
11,3.3,3,0,1,1104,0
0,21.9,1,0,1,120,0
20,13.1,1,0,1,976,1
19,8.9,3,0,1,825,1
5,35.2,1,0,3,262,0
21,30.3,3,0,1,1026,0
17,30.0,2,0,1,2469,0
7,27.8,1,0,1,2881,0
6,7.7,1,0,1,1240,0
0,16.0,1,0,1,162,0
20,16.6,1,0,2,1013,1
15,2.9,1,0,1,804,0
11,14.4,1,0,1,921,0
5,14.5,1,0,3,474,0
19,21.3,2,0,1,1049,0
1,45.3,3,0,1,662,0
13,19.8,1,0,1,755,0
3,21.3,1,0,2,293,1
0,17.5,1,0,1,198,1
22,27.4,1,0,1,936,0
17,9.3,3,0,1,2008,1
12,39.0,1,0,1,864,1
1,18.8,3,0,1,431,0
8,16.0,1,0,1,2850,0
20,29.7,2,0,1,532,0
1,11.1,1,0,1,578,0
8,27.2,3,0,3,2503,0
0,34.1,3,0,1,277,1
10,17.6,2,0,1,877,0
2,40.5,3,0,1,125,0
19,26.4,1,0,1,938,0
22,26.6,3,0,1,886,0
3,33.7,1,0,1,214,0
17,36.3,1,0,1,2484,0
22,22.6,1,0,1,808,0
5,28.0,4,0,1,148,0
2,34.0,3,0,1,157,0
21,8.4,3,0,1,792,0
10,2.7,3,0,1,508,0
14,19.4,1,0,1,934,0
21,2.5,3,0,2,757,0
4,16.9,4,0,2,276,0
19,23.1,1,0,1,1279,0
9,17.2,1,0,1,2479,0
11,18.6,2,0,1,756,1
14,10.0,4,0,1,826,0
16,27.9,3,0,3,1858,0
9,9.4,3,0,1,1853,1
5,-1.0,3,0,1,180,1
17,17.9,3,0,2,1896,0
12,29.2,2,0,1,786,0
2,20.8,2,0,1,202,1
23,8.4,1,0,1,391,0
9,21.0,2,0,1,2508,0
13,24.4,1,0,1,801,0
5,20.9,3,0,2,100,0
2,17.4,1,0,1,324,0
15,24.9,1,0,1,802,0
6,2.6,1,0,2,820,1
19,11.1,2,0,1,885,0
13,6.9,1,0,1,805,1
8,33.5,1,0,1,2520,0
14,27.1,1,0,1,938,0
20,21.9,1,0,1,1280,0
2,5.5,1,0,2,100,0
1,27.4,1,0,1,530,0
1,33.9,1,0,1,347,0
2,25.7,1,0,1,598,0
17,19.6,1,0,3,2771,0
13,26.3,1,0,1,914,0
19,22.7,3,0,3,518,0
17,29.3,1,0,1,2470,0
9,29.0,1,0,2,2104,0
1,17.8,1,0,2,431,0
21,13.4,1,0,2,1030,0
0,16.0,1,0,1,180,0
3,25.4,1,0,1,210,0
13,16.6,2,0,1,795,0
0,12.5,2,0,1,293,0
13,20.0,1,0,2,801,1
15,31.1,2,0,1,992,0
21,21.4,1,0,1,1070,0
13,17.2,3,0,1,930,0
19,23.2,1,0,1,1089,0
2,20.8,2,0,1,240,1
2,0.7,1,0,1,388,0
8,27.0,3,0,2,2027,0
5,24.1,1,0,1,325,1
12,20.2,1,0,1,794,0
20,30.6,2,0,1,750,0
1,32.1,1,0,2,351,0
7,28.0,2,0,1,2597,0
20,11.5,2,0,1,875,0
1,11.8,1,0,1,534,1
3,31.2,1,0,1,742,0
14,1.2,1,0,1,1350,0
3,18.5,2,0,2,246,0
12,24.4,1,0,1,913,0
11,2.5,1,0,1,1157,0
12,22.3,4,0,1,935,0
13,29.5,1,0,1,777,0
19,5.1,4,0,1,751,0
17,36.6,2,0,2,2632,0
5,9.9,1,0,1,120,0
10,25.7,1,0,1,851,0
1,19.2,2,0,1,181,0
22,20.7,1,0,2,920,1
18,7.2,1,0,1,2186,0
18,32.6,1,0,1,2638,0
4,23.3,2,0,1,153,0
